Command,Link,Description
cluster-member-custom-cert,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/clust-mem-cust.htm,"This command sets the managed device as a CPsec cluster root, and specifies a custom user-installed certificate for authenticating cluster members. If your network includes multiple Mobility Conductor each with their own hierarchy of APs and managed device, you can allow APs from one hierarchy to failover to any other hierarchy by defining a cluster of Mobility Conductor. Each cluster will have one Mobility Conductor as its cluster root, and all other managed devices as cluster members."
cluster-member-factory-cert,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/clust-mem-fctcrt.htm,"This command sets the managed device as a CPsec cluster root, and specifies a custom user-installed certificate for authenticating cluster members. To define a controller as a cluster root, issue one of the following commands on that controller:"
cluster-member-ip,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/clust-mem-ip.htm,"This command sets the Mobility Conductor as a CPsec cluster root, and specifies the IPsec key for a cluster member. The Mobility Conductor operating as the cluster root will use the CPsec feature to create a self-signed certificate, then certify it’s own managed devices and APs. Next, the cluster root will send the certificate to each cluster member, which in turn certifies their own managed devices and APs. Since all managed devices and APs in the cluster get their certificates from the cluster root, they will all have the same trust anchor, and the APs can switch to any other managed device in the cluster and still remain connected to the secure network."
cluster-root-ip,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/clust-root-ip.htm,"This command sets the Mobility Conductor as a CPsec cluster member, and defines the IPsec key or certificate for secure communication between the cluster member and the Mobility Conductor’s cluster root."
cm_mu_client_thresh,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/cm-mu-clnt-thrsh.htm,"This ClientMatch command configures the client threshold on a multi-user-capable (MU-capable) radio. This command is used when MU-capable clients attempt to steer to a MU-capable radio. Clients are not steered to radios that have already met the client threshold, preventing the need for load-balancing."
cm_mu_snr_thresh,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/cm-mu-snr-thresh.htm,This ClientMatch command configures the Signal to Noise Ratio (SNR) threshold for a multi-user-capable (MU-capable) radio. The cm-mu-snr-thresh value must be greater than the cm-sticky-snr value for a MU-capable client to be steered to that radio.
command-set-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/comnd-st-pro.htm,This command configures a command set profile.
controller-amon,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ctrl-amon.htm,This command configures controller AMON process.
controller-ble,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ctrl-ble.htm,This command displays controller information.
controller-ble opmode,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/cntrl-ble-opmod.htm,This command configures the BLE operation mode of a controller.
control-plane-security,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/cntrl-pln-scrty.htm,Configure the control plane security profile by identifying APs to receive security certificates.
configuration device,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/conf-devi.htm,This command maps a device to an existing node in the configuration hierarchy.
configuration node,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/conf-node.htm,"This command configures nodes in the configuration hierarchy. Node name and location are specified by the node-path, which can be an absolute path from the root node or relative path from the current node. Use this command to view the list of all nodes in the configuration hierarchy."
configuration purge-pending-config,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/conf-prg-pnd-cnf.htm,This command cleans up any pending configurations on nodes in the configuration hierarchy. Issue this command without the <node-path> parameter to purge all pending configurations in the hierarchy. Use the show configuration node-hierarchy command to view the list of all nodes in the configuration hierarchy.
configuration rename,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/conf-rename.htm,This command renames a node path to the specified new name.
configure terminal,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/conf-term.htm,"This command allows you to enter the configuration mode. Starting from ArubaOS 8.11.0.0, this command allows you to configure the Wi-Fi Direct settings of an IDS Unauthorized Device profile."
controller ble-init-action,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/controller-ble-init.htm,This command will initiate BLE action for controller.
controller-ip,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/controller-ip.htm,This command sets the IP address of the managed device to the loopback interface address or a specific VLAN interface address.
controller-ipv6,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/controller-ipv6.htm,This command sets the default IPv6 address of the Mobility Conductor to the IPv6 loopback interface address or a specific VLAN interface address.
copy,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/copy.htm,This command copies files to and from the managed device.
copy-provisining-params,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/copy-prov-par.htm,This command copies a provisioning-ap-list entry to provisioning-params.
cp-bandwidth-contract,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/cp-bw-cont.htm,"This command configures a bandwidth contract traffic rate, which can then be associated with a whitelist/allowlist session ACL."
crypto-local isakmp,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/cry-lcl-isakmp.htm,This command configures Internet Key Exchange (IKE) parameters for the Internet Security Association and Key Management Protocol (ISAKMP).
crypto-local isakmp allow-via-subnet-routes,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/cry-lcl-allo-via.htm,This command allows VIA clients to push subnet routes to Mobility Conductor.
crypto-local ipsec-map,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/cry-lcl-ipsc-map.htm,This command configures IPsec mapping for site-to-site VPNs.
crypto-local ipsec sa-cleanup,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/cry-lcl-ips-sacl.htm,Issue this command to clean IPsec security associations (SAs). You can also use this command to remove old IPsec security associations if remote APs on your network still use an old SA after upgrading to a newer version of ArubaOS.
crypto-local isakmp disable-aggressive-mode,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/cry-lcl-isdisagm.htm,The command disables the IKEv1 aggressive mode.
crypto-local isakmp ca-certificate,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/cry-lcl-iskcacer.htm,This command assigns the Certificate Authority (CA) certificate used to authenticate VPN clients. You can assign multiple CA certificates. Use the show crypto-local isakmp ca-certificate command to view the CA certificates associated with VPN clients.
crypto-local isakmp certificate-group,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/cry-lcl-isk-cgrp.htm,The command configures an IKE certificate group for VPN Clients. This feature allows you to create a certificate group so you can access multiple types of certificates on the same Mobility Conductor.
crypto_local isakmp disable-ipcomp,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/cry-lcl-iskdisip.htm,"This command disables IP compression on Mobility Conductor. When this hardware-based compression feature is enabled, the quality of unencrypted traffic (such as Skype4b or Voice traffic) is not compromised by increased latency or decreased throughput."
crypto-local isakmp dpd,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/cry-lcl-isk-dpd.htm,This command configures IKE DPD. DPD is enabled by default for site-to-site VPNs.
crypto-local isakmp key,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/cry-lcl-isk-key.htm,This command configures the IKE preshared key for site-to-site VPN. This command configures the IKE preshared key.
crypto-local isakmp ppk-add,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/cry-lcl-isk-ppk-add.htm,This command configures the IKE Postquantum Preshared Key (PPK). This command is limited to site-to-site VPNs.
crypto-local isakmp ppk-delete,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/cry-lcl-isk-ppk-delete.htm,This command deletes the IKE Postquantum Preshared Key (PPK). This command is limited to site-to-site VPNs.
crypto-local isakmp xauth,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/cry-lcl-isk-xaut.htm,This command enables IKE XAuth for VPN clients.
crypto-local isakmp permit-invalid-cert,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/cry-lcl-per-cert.htm,This command allows invalid or expired certificates to be used for site-to-site VPN.
crypto-local pki rcp,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/cry-lcl-pki-rcp.htm,This command specifies the certificates used to sign OCSP for the revocation checkpoint. A revocation checkpoint is automatically created when a TrustedCA or IntermediateCA certificate is imported into Mobility Conductor.
crypto-local isakmp route ipsec,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/cry-lcl-rou-ips.htm,This command configures the subnet route using an IPsec map. The following example configures a subnet route for VLAN 1 using an IPsec map:
crypto-local isakmp sa-cleanup,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/cry-lcl-sa-clnup.htm,This command enables the cleanup of IKE SAs. You can also remove expired ISAKMP SAs from the Mobility Conductor using this command.
crypto-local isakmp server-certificate,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/cry-lcl-srv-cert.htm,This command assigns the server certificate used to authenticate the Mobility Conductor or managed device for VPN clients using IKEv1 or IKEv2. This certificate is only for VPN clients and not for site-to-site VPN clients. You can assign separate server certificates for VPN clients using IKEv1 and clients using IKEv2. Use the show crypto-local isakmp server-certificate command to view the server certificate associated with VPN clients.
crypto map global-map,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/cry-map-glbl-map.htm,"This command configures the default global map. This command identifies the dynamic or IPsec map used as the default global map. If you have not yet defined a dynamic or IPsec map, issue the command crypto map global-map or crypto-local ipsec-map to define map parameters."
crypto pki-import,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/cry-pki-imp.htm,The command imports certificates for the captive portal feature and enables installation of a CSR for the Captive Portal feature.
crypto-local pki,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/crypt_lcl_pki.htm,"This command configures a local certificate, OCSP signer or responder certificate, and Certificate Revocation List (CRL). You can also list revocation checkpoints and enable the responder service."
crypto dynamic-map,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/crypt-dyn-map.htm,"This command configures a new or existing dynamic map. Dynamic maps enable IPsec SA negotiations from dynamically addressed IPsec peers. Once you have defined a dynamic map, you can optionally associate that map with the default global map using the command crypto map global-map."
crypto ipsec,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/crypt-ipsec.htm,"This command configures IPsec parameters. Define the Maximum Transmission Unit (MTU) size allowed for network transmissions using IPsec security, and create or edit transform sets that define a specific encryption and authentication type."
crypto isakmp,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/crypt-isakmp.htm,"This command configures Internet Key Exchange (IKE) parameters for the Internet Security Association and Key Management Protocol (ISAKMP). Use this command to configure the IKE pre-shared key, set the EAP authentication method for IKEv2 clients using EAP user authentication, and enable source NAT if the IP addresses of clients need to be translated to access the network."
crypto isakmp policy,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/crypt-iskmp-plcy.htm,"This command configures Internet Key Exchange (IKE) policy parameters for the Internet Security Association and Key Management Protocol (ISAKMP). To define settings for a ISAKMP policy, issue the command crypto isakmp policy <priority> then press Enter. The CLI will enter config-isakmp mode, which allows you to configure the policy values."
crypto pki,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/crypto-pki.htm,This command generates a Certificate Signing Request (CSR) for the captive portal feature. Use this command in enable mode to generate a CSR for the Captive Portal feature or to see all managed devices certificates that are expiring.
database synchronize,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/database.htm,This command configures the Mobility Conductor to synchronize the database with a standby or backup Mobility Conductor. This command should be executed from the /mm node hierarchy. The command takes effect immediately. Use the database synchronize period command in config mode to configure the interval for automatic database synchronization.
datapath,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/datapath.htm,This command configures datapath options.
database-synchronize,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/db-sync.htm,This command synchronizes the Mobility Conductor database with a standby or backup Mobility Conductor.
dds trace,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/dds-trace.htm,This command configures trace events.
delete,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/delete.htm,"This command deletes a file or RSA signature entry from flash. To prevent running out of flash file space, you should delete files that you no longer need. The copy scp command creates RSA signatures whenever it connects to a new host. These host signatures are stored in the flash file system."
delete-wired-denylist-user,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/del-wrblcklt-usr.htm,This command deletes a wired user from blacklist/denylist table.
dir,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/dir.htm,This command displays a list of files stored in the flash file system.
disaster-recovery,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/disatr-recov.htm,This command enables or disables disaster recovery mode on the managed device.
disable-crc-workaround,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/dis-crc-wrk.htm,"Starting from ArubaOS 8.6.0.7, users can issue the disable-crc-workaround command when port flaps of the uplink switch are not detected by the Mobility Master. This command dumps all the PHY register data like alarms, warnings, signal strength and hence, will be helpful for debugging."
disable-allowlist-sync,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/dis-whtlist-sync.htm,This command disables whitelist/allowlist synchronization with managed devices and it is enabled by default.
dot1x,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/dot1x.htm,Use this command under the guidance of Aruba support to configure the maximum and minimum thresholds for the table that contains 802.1X sessions.
dot1x-transactions-monitor,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/dot1x-transct-mon.htm,"This command starts or stops the display of the rate statistics using the show dot1x-transactions-monitor command. After setting the interval and duration of the rate statistics, enable the start option to start the rate statistics in the show dot1x-transactions-monitor command output. To stop the running statistics, manually enter the stop command in the dot1x-transactions-monitor command."
dot1x-transactions-monitor set,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/dot1x-transct-mon-set.htm,This command allows the user to provide the rate statistics interval duration and the total duration of a 802.1X transaction.
downloadable-role-delete,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/downld-rol-del.htm,This command deletes a corrupted role downloaded from ClearPass Policy Manager.
dpi,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/dpi.htm,"This command configures DPI and the global bandwidth contract for an application or application category for the AppRF feature, and allows network administrators to define custom applications for use with DPI features."
drop-cache,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/drop-cache.htm,This command frees unused or dirty memory from Mobility Conductor.
drt-zwdfs,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/drt-zwdfs.htm,This command enables or disables zero wait Dynamic Frequency Selection (DFS) in Downloadable Regulatory Table (DRT).
dump-collection-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/dump-col-prof.htm,This command configures a dump collection profile.
dynamic-ip,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/dynamic-ip.htm,This command restarts the PPPoE or DHCP process.
eject usb,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/eject-usb.htm,This command ejects an external USB device from the managed device. Use this command to safely remove an external USB device. This command should be executed from the managed device only.
encrypt,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/encrypt.htm,"This command allows passwords and keys to be displayed in plain text or encrypted. Certain commands, such as show crypto isakmp key, display configured key information. Use the encrypt command to display the key information in plain text or encrypted."
esi group,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/esi-grp.htm,This command configures an ESI group. Use the show esi groups command to view ESI group information.
esi parser domain,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/esi-par-domain.htm,"This command configures an ESI syslog parser domain. The ESI parser is a generic syslog parser that accepts syslog messages from external third-party appliances, such as anti-virus gateways, content filters, and intrusion detection systems. It processes syslog messages according to user-defined rules and takes configurable actions on the corresponding system users."
esi parser rule,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/esi-par-rule.htm,This command creates or changes an ESI syslog parser rule. The user creates an ESI rule by using characters and special operators to specify a pattern that uniquely identifies a syslog message. This “condition” defines the type of message and the ESI domain to which this message pertains. The rule contains three major fields:
esi ping,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/esi-ping.htm,This command specifies the ESI ping health check configuration. Use the show esi ping command to show ESI ping information.
esi server,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/esi-server.htm,This command configures an ESI server.
est,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/est.htm,This command configures an EST profile on the Controller. This configuration is then pushed to the AP on successful enrollment. Use this command to configure an EST profile on the Controller.
est-activate,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/est-activate.htm,This command is used to activate an existing EST profile on the Controller or the AP. Use this command to activate an EST profile on the Controller or the AP.
execute,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/execute.htm,This command executes the specified CLI command.
execute-cli,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/execute-cli.htm,This command executes the specified CLI command on the remote device.
exit,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/exit.htm,This command exits the current CLI mode.
export,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/export.htm,This command exports the global AP database to the specified file. This command is intended for system troubleshooting. You should run this command only when directed to do so by anAruba support representative.
extifmgr,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/extifmgr.htm,This command enables debug logs for the external interface manager process in Mobility Conductor.
file syncing profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/file-sync-pro.htm,"This command allows the user to configure the file syncing profile. This command enables or disables the file syncing. Additionally, the time between syncs can be configured as part of the file syncing profile."
fips,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/fips.htm,This command enables and disables the FIPS mode of operation.
firewall,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/firewall.htm,This command configures global firewall options on the managed device.
firewall cp,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/firewall-cp.htm,This command creates whitelist/allowlist session ACLs. Whitelist/allowlist ACLs consist of rules that explicitly permit or deny session traffic from being forwarded or not to the managed device. This prohibits traffic from being automatically forwarded to the managed device if it was not specifically denied in a blacklist/denylist. The maximum number of entries allowed in the whitelist/allowlist is 64.
firewall-visibility,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/firwl_visiblty.htm,This command configures policy enforcement firewall visibility feature.
firewall cp-bandwidth-contract,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/firwl-cp-bw-cont.htm,"This command configures bandwidth contract traffic rate limits, in packets per second, to prevent denial of service attacks."
fmn-trace,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/fmn-trace.htm,This command allows to start or stop recording of fmn traces.
geolocation,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/geolocation.htm,This command configures the geolocation of the device.
gsm trace,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/gsm.htm,This command enables tracing on cluster channel for stm application.
gateway health-check,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/gtway-hlth-chk.htm,This command configures the default gateway health check for the managed device.
gps,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/gps.htm,This command configures the GPS profile.
guest-access-email,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/guest-acc-email.htm,This command configures the SMTP server that is used to send guest emails. Guest emails are generated when a guest user account is created or when the Guest Provisioning user sends a guest user account email at a later time.
ha,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ha.htm,"This command configures the High Availability:Fast Failover feature by assigning a managed device or standby controller to a high-availability group, and defining the deployment role for each controller."
halt,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/halt.htm,This command gracefully stops all processes on the Mobility Conductor. You should issue this command before rebooting or shutting down to avoid interrupting processes.
help,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/help.htm,This command displays keyboard editing commands that allow you to make corrections or changes to the command without retyping.
hidehash,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/hidehash.htm,This command controls the display of hashed passwords for management user in CLI.
hostname,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/hostname.htm,"This command changes the hostname of the Mobility Conductor, standby controller, or managed device. The hostname is used as the default prompt. You can use any alphanumeric character, punctuation, or symbol character. To use spaces, plus symbols (+), question marks (?), or asterisks (*), enclose the text in quotes."
http-ping,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/http-ping.htm,This command measures the latency of a webserver.
iap del branch-key,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/iap-del-branch.htm,This command removes a branch from the managed device based on the branch key.
iapvpn-tunnel-trusted,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/iapvpn-tnl-trst.htm,This command is used to mark the IAP VPN tunnel as trusted tunnel.
iap trusted-branch-db,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/iap-trst-bran-db.htm,This command is used to configure an Instant AP (IAP)-VPN branch as trusted.
iapvpn-backward-compatible,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/iapvpn-bkwd-comp.htm,This command is used to enable the older Instant APs to send register requests on the older HTTP port of 80.
ids ap-classification-rule,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ids-ap-clas-rule.htm,This command configures the IDS AP classification rule profile.
ids ap-rule-matching,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ids-ap-rule-mtch.htm,This command configures the IDS active AP rules profile by enabling an AP classification rule.
ids dos-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ids-dos-pro.htm,"This command configures traffic anomalies for DoS attacks. DoS attacks are designed to prevent or inhibit legitimate clients from accessing the network. This includes blocking network access completely, degrading network service, and increasing processing load on clients and network equipment."
ids general-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ids-gen-pro.htm,This command configures an IDS general profile and IDS profile attributes.
ids impersonation-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ids-imperson-pro.htm,This command configures anomalies for impersonation attacks.
ids management-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ids-mgmt-pro.htm,This command configures the IDS WMS management profile and manages the events correlation for IDS event traps and syslogs (logs).
ids profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ids-profile.htm,This command defines a set of IDS profiles that you can then apply to an AP group (with the ap-group command) or to a specific AP (with the ap-name command).
ids rap-wml-server-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ids-rap-wml-srv.htm,This command to configure an IDS remote AP WML (MSSQL or MySQL) server profile.
ids rap‑wml-table-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ids-rap-wml-tab.htm,This command configures an IDS remote AP WML table profile.
ids rate-thresholds-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ids-rate-thresh.htm,This command configures an IDS rate thresholds profile.
ids signature-matching-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ids-sign-mtch.htm,This command configures an IDS signature matching profile. You can include one or more predefined signature profiles or a user-defined signature profile in a signature matching profile.
ids signature-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ids-sign-pro.htm,This command configures signatures for wireless intrusion detection.
ids unauthorized-device-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ids-unauth-dev.htm,"This command configures detection of unauthorized devices, as well as rogue AP detection and containment. Unauthorized device detection includes the ability to detect and disable rogue APs and other devices that can potentially disrupt network operations."
ids wms-general-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ids-wms-gnrl-pro.htm,"This command configures the IDS WLAN management system (WMS) general profile. The WLAN management system (WMS) on Mobility Conductor monitors wireless traffic to detect any new AP or wireless client station in the RF environment. When an AP or wireless client is detected, it is classified, and its classification is used to determine the security policies that should be enforced on the AP or client."
ids wms-local-system-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ids-lcl-sys-pro.htm,This command configures the WLAN management system (WMS) service to terminate on individual managed devices instead of Mobility Conductor.
ifmap,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ifmap.htm,This command is used in conjunction with ClearPass Policy Manager. It sends HTTP User Agent Strings and mDNS broadcast information to ClearPass Policy Manager so that it can make more accurate decisions about what types of devices are connecting to the network.
interface cellular,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/interfc-cell.htm,This command allows you to specify an ingress or egress ACL to the cellular interface of an EVDO modem.
interface gigabitethernet,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/intrfc-gigaether.htm,"This command configures a GigabitEthernet interface. Use this command to configure settings for Mobility Conductor interface, including duplex, LLDP and switchport settings. You can issue the show port status command to obtain information about the interfaces currently available on the Mobility Conductor."
interface loopback,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/intfc-loopbk.htm,"This command configures the loopback address on Mobility Conductor. If configured, the loopback address is used as Mobility Conductor’s IP address. If you do not configure a loopback address for Mobility Conductor, the IP address assigned to VLAN 1 is used as Mobility Conductor’s IP address. After you configure or modify a loopback address, you need to reboot Mobility Conductor."
interface mgmt,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/interface-mgmt.htm,This command configures the out-of-band Ethernet management port on controller.
interface port-channel,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/intrfc-port-chnl.htm,This command configures an Ethernet port channel.
interface range,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/interface-range.htm,This command configures a range of GigabitEthernet interfaces on the managed device.
interface tunnel,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/interface-tunnel.htm,This command configures a Layer-2 or Layer-3 GRE tunnel between a managed device and another GRE-capable device. The default is an IPv4 Layer-3 GRE tunnel (tunnel mode gre ip).
interface vlan,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/interface-vlan.htm,This command configures a VLAN interface. All ports on the managed device are assigned to VLAN 1 by default.
interface vlan ip igmp proxy,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/intrfc-vlan-igmp.htm,"This command enables IGMP or IGMP snooping on this interface, or configures a VLAN interface for uninterrupted streaming of multicast traffic."
interface vlan ip ospf,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/intfc-vlanipospf.htm,"This command configures OSPF on the VLAN interface. When configuring OSPF over multiple vendors, use this command to ensure that all routers use the same cost. Otherwise, OSPF may route improperly."
internal-modem,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/int-modem.htm,This command is used to configure the modem dump logs options.
iot-dev-upgrade,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/iot-dev-upgr.htm,This command manually upgrades firmware on remote Aruba device.
iot-manager,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/iot-mgr.htm,The IoT manager process interacts with the IoT database on the Mobility Conductor. Use this command to dump the content of the database to flash memory or repair the database and reclaim unused flash memory.
iot radio-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/iot-radio-pro.htm,This command configures or modifies an IoT radio profile.
iot-sniffer radio,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/iot-snif-rad.htm,This command configures the IoT sniffer function on the radio of an AP.
iot transportProfile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/iot-trans-pro.htm,This command configures or modifies an IoT transport profile. An IoT transport profile is a global profile that is used to transport BLE information to an endpoint server.
iot usetransportProfile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/iot-usetrans-pro.htm,This command sets an IoT management server profile. You can set up to four management server profiles.
ip access-list eth,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos8/ip-acc-lst-eth.htm,"This command configures an Ethertype ACL.The Ethertype field in an Ethernet frame indicates the protocol being transported in the frame. This type of ACL filters on the Ethertype field in the Ethernet frame header, and is useful when filtering non-IP traffic on a physical port. This ACL can be used to permit IP frames while blocking other non-IP protocols such as IPX or Appletalk."
